id,rf_bill_type,rf_bill_no,rf_bill_detail_no,uuid,order_id,order_type,rf_busi_id,rf_busi_type,fee_code,fee_name,invoice_method,direction,currency,bal,account_id,status,bill_type,bill_id,created,related_time,audited,modified,remark,del_status
1159,1,71075847,16179089914,f9136194ce96e8a2b1c4263c98a78477,PO000000057181,1,PO000000057181,201001,31,采购货款,10,1,CNY,2078.40,32293610000,5,1,1152,2018-01-26 23:02:23,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1164,1,71075990,16167338333,e5965a0069a4a0cbfd2ba28d7241c1f8,PO000000035938,1,PO000000035938,201001,31,采购货款,10,1,CNY,7947.60,32844210000,5,1,1704,2018-01-26 23:02:23,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1169,1,73769057,16181166284,b74454aef8257dbdc0171b32aa0fb1ed,RO000000000862,4,RO000000000862,201001,31,采购货款,10,-1,CNY,290.00,32844210000,5,1,1909,2018-01-26 23:02:23,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1176,1,71075847,16169792477,6bc54973d9746865be63495290b34af0,PO000000037616,1,PO000000037616,201001,31,采购货款,10,1,CNY,5376.00,32293610000,5,1,1152,2018-01-26 23:02:23,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1188,1,71075990,16171145169,de668b1364a8b82ab3639fd969cf3b6f,PO000000042217,1,PO000000042217,201001,31,采购货款,10,1,CNY,11000.50,32844210000,5,1,1704,2018-01-26 23:02:23,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1189,1,71075990,16167338082,e5f131c4a269dafbfe88087e1bf44163,PO000000035949,1,PO000000035949,201001,31,采购货款,10,1,CNY,5752.00,32844210000,5,1,1704,2018-01-26 23:02:23,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1206,1,68238622,16163474249,087a404525157080db69a9612d283ac6,PO000000025649,1,PO000000025649,201001,31,采购货款,10,1,CNY,6105.20,32844210000,5,1,1704,2018-01-26 23:02:23,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1220,1,76038476,16181689295,b0a951346a69854f83c626461e713c34,PO000000066853,1,PO000000066853,201001,31,采购货款,10,1,CNY,123.00,30986310000,5,1,351,2018-01-26 23:02:23,2018-01-27 04:21:27,2018-01-27 04:24:09,2018-01-30 19:02:43,,0
1237,1,68238622,16163474507,3dd52438160f30915018852bd4c03fb6,PO000000027203,1,PO000000027203,201001,31,采购货款,10,1,CNY,402.00,32844210000,5,1,1704,2018-01-26 23:02:23,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1245,1,71075847,16182485505,b99b8f03f2fe03e064486d9decc611d7,PO000000063650,1,PO000000063650,201001,31,采购货款,10,1,CNY,7040.00,32293610000,5,1,1152,2018-01-26 23:02:23,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1252,1,71075990,16175078930,378245311ebe035b41a7d730495aa9cd,PO000000050408,1,PO000000050408,201001,31,采购货款,10,1,CNY,1826.30,32844210000,5,1,1704,2018-01-26 23:02:23,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1258,1,71075990,16172498219,0848d13a6dcc662b96069a85f38385b2,PO000000044484,1,PO000000044484,201001,31,采购货款,10,1,CNY,2640.00,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1274,1,71075847,16179089840,7f84e57e175966816f3884f157cbb894,PO000000056133,1,PO000000056133,201001,31,采购货款,10,1,CNY,7870.00,32293610000,5,1,1152,2018-01-26 23:02:24,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1278,1,71075990,16168054245,4e364064d110f2bf2e4341785f927277,PO000000036419,1,PO000000036419,201001,31,采购货款,10,1,CNY,3595.00,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1284,1,71075847,16172498294,2b017e23744805080a25e3bf49333a66,PO000000043663,1,PO000000043663,201001,31,采购货款,10,1,CNY,19830.00,32293610000,5,1,1152,2018-01-26 23:02:24,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1289,1,71457108,16177114131,87da495f64a2a5cbf74b3d75072d9fd2,PO000000054659,1,PO000000054659,201001,31,采购货款,10,1,CNY,5967.36,34292310000,5,1,1654,2018-01-26 23:02:24,2018-02-26 10:50:34,2018-02-27 18:05:29,2018-02-27 18:05:29,,0
1291,1,73769057,16179670212,fc2ddcd42a02699d2b423d81fcab05a7,PO000000061676,1,PO000000061676,201001,31,采购货款,10,1,CNY,748.00,32844210000,5,1,1909,2018-01-26 23:02:24,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1292,1,73769057,16177837626,4b87635b5ba145619f09d96d43252754,PO000000056597,1,PO000000056597,201001,31,采购货款,10,1,CNY,1440.00,32844210000,5,1,1909,2018-01-26 23:02:24,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1293,1,73769057,16181166469,bca20d32ba830af3d86d5db4facef444,RO000000000851,4,RO000000000851,201001,31,采购货款,10,-1,CNY,96.00,32844210000,5,1,1909,2018-01-26 23:02:24,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1299,1,71075847,16182485621,2af358e378054d1bf4c29b013cd389da,PO000000064926,1,PO000000064926,201001,31,采购货款,10,1,CNY,4862.00,32293610000,5,1,1152,2018-01-26 23:02:24,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1306,1,71075990,16168753636,6798460e01d54bffbc06184d0258fd42,PO000000037796,1,PO000000037796,201001,31,采购货款,10,1,CNY,8779.80,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1310,1,73769057,16178498768,fd710891f9286ce2e3c1dd1629cfa333,PO000000058388,1,PO000000058388,201001,31,采购货款,10,1,CNY,5580.00,32844210000,5,1,1909,2018-01-26 23:02:24,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1330,1,68238622,16155938259,42e0bcc6a57c30c9fb12da83fbd136e1,PO000000017094,1,PO000000017094,201001,31,采购货款,10,1,CNY,180.00,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1331,1,71075847,16179089994,fedafb4981fe9c3f152bdeeef673593e,PO000000058902,1,PO000000058902,201001,31,采购货款,10,1,CNY,600.00,32293610000,5,1,1152,2018-01-26 23:02:24,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1338,1,71075847,16182485600,89cdc2e1d3bced890c23bb6222dcf607,PO000000064880,1,PO000000064880,201001,31,采购货款,10,1,CNY,15885.00,32293610000,5,1,1152,2018-01-26 23:02:24,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1346,1,71075990,16170373549,e8f5a1853f81910aef2305959d4f5fcd,PO000000041521,1,PO000000041521,201001,31,采购货款,10,1,CNY,30.00,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1357,1,71075990,16175078852,4a3160aff1c656124e15b7a84400f62a,PO000000050215,1,PO000000050215,201001,31,采购货款,10,1,CNY,5056.00,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1361,1,68238622,16155938690,6fbb28ad9d4076748007ec449707f315,PO000000016728,1,PO000000016728,201001,31,采购货款,10,1,CNY,596.40,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1364,1,71075990,16173842854,ffd0b89112558fec9993aa02d07e6ecd,PO000000047858,1,PO000000047858,201001,31,采购货款,10,1,CNY,2076.00,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1368,1,71457108,16180440122,0797c9cf7858ed4b42f9adaddee31ecc,PO000000058946,1,PO000000058946,201001,31,采购货款,10,1,CNY,1843.20,34292310000,5,1,1654,2018-01-26 23:02:24,2018-02-26 10:50:34,2018-02-27 18:05:29,2018-02-27 18:05:29,,0
1374,1,71075990,16168054222,8f2e5fb48fba5637bbd70e1fd55b9de0,PO000000036373,1,PO000000036373,201001,31,采购货款,10,1,CNY,9674.44,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1384,1,68238622,16165267388,f6be8fe49eec49f142ac7f17b2ede2d4,PO000000032144,1,PO000000032144,201001,31,采购货款,10,1,CNY,4683.20,32844210000,5,1,1704,2018-01-26 23:02:24,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1395,1,71075847,16182485700,090b78634dc6990a67e3697e7180876c,PO000000063649,1,PO000000063649,201001,31,采购货款,10,1,CNY,8000.00,32293610000,5,1,1152,2018-01-26 23:02:25,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1403,1,68238622,16164768862,af18843e4b751f7de11df9653b75a7ca,PO000000029163,1,PO000000029163,201001,31,采购货款,10,1,CNY,30843.62,32844210000,5,1,1704,2018-01-26 23:02:25,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1418,1,71075847,16179089993,03815523b4dc0ba7dff23fcf5a0f29d4,PO000000056122,1,PO000000056122,201001,31,采购货款,10,1,CNY,5808.00,32293610000,5,1,1152,2018-01-26 23:02:25,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1420,1,71075990,16174401594,33e9f942890d385cf71dd32a607685ed,PO000000048179,1,PO000000048179,201001,31,采购货款,10,1,CNY,11312.64,32844210000,5,1,1704,2018-01-26 23:02:25,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1425,1,73769057,16181166409,9ec2bff0557637bdec63d5c7387f0c60,PO000000063616,1,PO000000063616,201001,31,采购货款,10,1,CNY,12620.36,32844210000,5,1,1909,2018-01-26 23:02:25,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1432,1,73769057,16179669921,36fbdd8f926a5d078d3723116bfbadfa,PO000000062839,1,PO000000062839,201001,31,采购货款,10,1,CNY,924.00,32844210000,5,1,1909,2018-01-26 23:02:25,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1448,1,73769057,16178498478,d3f6549dfa07f6c67377c8972504ffd9,PO000000057692,1,PO000000057692,201001,31,采购货款,10,1,CNY,16092.70,32844210000,5,1,1909,2018-01-26 23:02:25,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1455,1,71075990,16168753442,225353b79f4b396e17139e93717e7cdc,PO000000038493,1,PO000000038493,201001,31,采购货款,10,1,CNY,2052.00,32844210000,5,1,1704,2018-01-26 23:02:25,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1475,1,68238622,16159082359,f4edcbe32ea9cda2debb9cc1867c52e1,PO000000020633,1,PO000000020633,201001,31,采购货款,10,1,CNY,2299.00,32844210000,5,1,1704,2018-01-26 23:02:25,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1482,1,73769057,16180440298,7feff034d92de1c69f1f51bb94c7613a,PO000000062884,1,PO000000062884,201001,31,采购货款,10,1,CNY,712.02,32844210000,5,1,1909,2018-01-26 23:02:25,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1501,1,73769057,16180440085,2d14f2266f8be6497e77b07918758ae1,PO000000062011,1,PO000000062011,201001,31,采购货款,10,1,CNY,2442.00,32844210000,5,1,1909,2018-01-26 23:02:25,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1511,1,71075990,16169294378,93b359e9bb98147e414c75898f00af31,PO000000039236,1,PO000000039236,201001,31,采购货款,10,1,CNY,4867.00,32844210000,5,1,1704,2018-01-26 23:02:25,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1527,1,73769057,16178498303,49816cc17cf16b19524be6e13dd5c907,PO000000057716,1,PO000000057716,201001,31,采购货款,10,1,CNY,1485.00,32844210000,5,1,1909,2018-01-26 23:02:26,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1528,1,68238622,16165267171,b3b1d24bdb5247ab9fcdb83d8f2da9bf,PO000000032235,1,PO000000032235,201001,31,采购货款,10,1,CNY,7878.00,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1529,1,71075990,16167338411,221f58427b33edfc5ff50aa245e3b2da,PO000000027974,1,PO000000027974,201001,31,采购货款,10,1,CNY,21376.88,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1531,1,71075990,16175078699,51cc0e07ac403decf605ca460d69efab,PO000000049865,1,PO000000049865,201001,31,采购货款,10,1,CNY,740.00,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1537,1,73367274,16177777900,500b16fc6382c3005524b9364c723536,PO000000058242,1,PO000000058242,201001,31,采购货款,10,1,CNY,0.33,30986310000,3,,,2018-01-26 23:02:26,,,2018-01-30 19:02:44,,0
1562,1,65627664,16085504233,cf2eb94c20594003d0b7bf1582a72f3e,10019,3,10019,201002,35,定额返利,20,-1,CNY,10.00,30986310000,2,,,2018-01-26 23:02:26,,,2018-01-30 19:02:44,,0
1567,1,71075990,16172498314,71ef5d58e399e5c3f3c87941a42bd033,PO000000043776,1,PO000000043776,201001,31,采购货款,10,1,CNY,14367.50,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1572,1,71457108,16175078929,830a067f3f2472aaaf847d559dd965ad,PO000000049558,1,PO000000049558,201001,31,采购货款,10,1,CNY,3598.08,34292310000,5,1,1654,2018-01-26 23:02:26,2018-02-26 10:50:34,2018-02-27 18:05:29,2018-02-27 18:05:29,,0
1578,1,71075990,16168054223,9a62208027be6645ec34cc04b0ebdfe4,PO000000037434,1,PO000000037434,201001,31,采购货款,10,1,CNY,366.00,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1588,1,71075990,16169792550,48ad0e1c991b07011d40506421af3d86,PO000000040346,1,PO000000040346,201001,31,采购货款,10,1,CNY,3408.00,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1591,1,71075990,16171834315,53c1b580b951ffe69d42f41aa3b8d8e6,PO000000042693,1,PO000000042693,201001,31,采购货款,10,1,CNY,6578.30,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1598,1,68238622,16162206425,3e43fb1c484993f106ea9310b7de53e4,PO000000023858,1,PO000000023858,201001,31,采购货款,10,1,CNY,1151.60,32844210000,5,1,1704,2018-01-26 23:02:26,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1615,1,73769057,16180440528,366d79c3d6df3b9f034d0508d7977a1f,PO000000061778,1,PO000000061778,201001,31,采购货款,10,1,CNY,7364.64,32844210000,5,1,1909,2018-01-26 23:02:26,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1625,1,73769057,16177113720,8f9662f8522e934fa9eb34bbb6caaf9e,PO000000054693,1,PO000000054693,201001,31,采购货款,10,1,CNY,2160.00,32844210000,5,1,1909,2018-01-26 23:02:26,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1628,1,73769057,16177836905,cfadf15bf24f54868a6125a7785a576f,PO000000056020,1,PO000000056020,201001,31,采购货款,10,1,CNY,15183.98,32844210000,5,1,1909,2018-01-26 23:02:26,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1640,1,68238622,16163474506,493120b33fc14cadfb732f4c2e57395f,PO000000025901,1,PO000000025901,201001,31,采购货款,10,1,CNY,471.20,32844210000,5,1,1704,2018-01-26 23:02:27,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1645,1,71075990,16173843072,1697c4a3cf55c023ab4597522bbf89c0,PO000000046991,1,PO000000046991,201001,31,采购货款,10,1,CNY,13298.34,32844210000,5,1,1704,2018-01-26 23:02:27,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1652,1,71457108,16182485504,0a24516d5870ba4715c9a322ebf62b24,PO000000063116,1,PO000000063116,201001,31,采购货款,10,1,CNY,1843.20,34292310000,5,1,1654,2018-01-26 23:02:27,2018-02-26 10:50:34,2018-02-27 18:05:29,2018-02-27 18:05:29,,0
1660,1,71075847,16168054244,b9c3b2ab41415f185022c7910779c432,PO000000035712,1,PO000000035712,201001,31,采购货款,10,1,CNY,14000.00,32293610000,5,1,1152,2018-01-26 23:02:27,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
1686,1,73769057,16182485906,4506591e96f02b9af363ba41a3837b17,PO000000065270,1,PO000000065270,201001,31,采购货款,10,1,CNY,12430.90,32844210000,5,1,1909,2018-01-26 23:02:27,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1694,1,71075990,16170373587,9ec0020ef1025f4cd2d616079ec3dfe9,PO000000041463,1,PO000000041463,201001,31,采购货款,10,1,CNY,2686.00,32844210000,5,1,1704,2018-01-26 23:02:27,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1706,1,66351808,16141185699,2343471f1bf134e1ae95c52d8574c0cc,10024,3,10024,201002,35,定额返利,20,-1,CNY,17.50,30986310000,2,,,2018-01-26 23:02:27,,,2018-01-30 19:02:45,,0
1739,1,73769057,16182485907,e8164040bce02885d3a23fc0c1aa8333,PO000000065430,1,PO000000065430,201001,31,采购货款,10,1,CNY,545.00,32844210000,5,1,1909,2018-01-26 23:02:27,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1749,1,73769057,16175762207,619b7a8b5fe2814d1116e6a3819f0d80,PO000000052368,1,PO000000052368,201001,31,采购货款,10,1,CNY,12646.90,32844210000,5,1,1909,2018-01-26 23:02:27,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1797,1,66351808,16143101441,f1510bf09be8b5101a8cd4a0bf051acd,PO000000011563,1,PO000000011563,201001,31,采购货款,10,1,CNY,5.00,30986310000,3,,,2018-01-26 23:02:28,,2018-01-27 09:52:27,2018-03-15 22:21:20,,0
1807,1,73769057,16175762153,fc9e6bfb409521979d38e0ad07794dd4,PO000000052960,1,PO000000052960,201001,31,采购货款,10,1,CNY,2200.00,32844210000,5,1,1909,2018-01-26 23:02:28,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1830,1,71075990,16170373575,7a99a70e49590fcfe78f9c6acc6236ed,PO000000040608,1,PO000000040608,201001,31,采购货款,10,1,CNY,5237.54,32844210000,5,1,1704,2018-01-26 23:02:28,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1841,1,71075990,16165869047,13898208d59070ce9a38da7525e2aacf,PO000000033410,1,PO000000033410,201001,31,采购货款,10,1,CNY,765.60,32844210000,5,1,1704,2018-01-26 23:02:28,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1855,1,71075990,16171834025,03c003c145a1452c3f4ce9b227431cd8,PO000000043572,1,PO000000043572,201001,31,采购货款,10,1,CNY,1296.00,32844210000,5,1,1704,2018-01-26 23:02:28,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1866,1,73769057,16182703472,44658de29690659dcc0758a362dc8950,PO000000066820,1,PO000000066820,201001,31,采购货款,10,1,CNY,10467.76,32844210000,5,1,1909,2018-01-26 23:02:28,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1892,1,71075990,16171833964,5b4ef25932b2913c765a3cb882a04b9a,PO000000043583,1,PO000000043583,201001,31,采购货款,10,1,CNY,1560.00,32844210000,5,1,1704,2018-01-26 23:02:28,2018-03-02 07:33:00,2018-03-07 23:38:51,2018-03-07 23:38:51,,0
1962,1,30986310000N8003,20100118012600000000700416,ccc3453f94642110142d7673228bbae6,PO000000071818,1,PO000000071818,201001,31,采购货款,10,1,CNY,410.00,30986310000,4,1,901,2018-01-27 03:17:13,2018-01-30 20:57:13,,2018-01-30 20:57:13,,0
1975,1,30986310000N8001,20100118012600000000800316,59790cec438c72523e11a7200f8cc23b,PO000000072742,1,PO000000072742,201001,31,采购货款,10,1,CNY,861.00,30986310000,4,1,1051,2018-01-27 03:17:13,2018-01-31 18:33:26,,2018-01-31 18:33:26,,0
1981,1,73769057,20100118012700000000901816,620fd8a529c5535a4f5a6f09b082bc50,PO000000068655,1,PO000000068655,201001,31,采购货款,10,1,CNY,13866.62,32844210000,5,1,1909,2018-01-27 03:17:13,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
1997,1,30986310000N8002,20100118012600000000700816,59c3fca0ae4ae529cc3ae772d60b3ff7,PO000000072593,1,PO000000072593,201001,31,采购货款,10,1,CNY,861.00,30986310000,3,,,2018-01-27 03:17:13,,,2018-01-30 16:00:02,,0
2001,1,30986310000N8004,20100118012600000000900116,e0c89b0fe86da1bc3170f9773d2286e0,RO000000001285,4,RO000000001285,201001,31,采购货款,10,-1,CNY,3.00,30986310000,3,,,2018-01-27 03:19:59,,,2018-01-30 16:00:02,,0
2002,1,30986310000N8005,20100118012600000000800216,b6a4ce98331713f2f4b346f5eb88de2b,PO000000072764,1,PO000000072764,201001,31,采购货款,10,1,CNY,430.50,30986310000,3,,,2018-01-27 03:25:20,,,2018-03-15 22:15:06,,0
2003,1,30986310000N8006,20100118012600000000700316,18ec0dc3f4a0183cdfd4b3471803585b,PO000000071749,1,PO000000071749,201001,31,采购货款,10,1,CNY,861.00,30986310000,3,,,2018-01-27 03:30:43,,,2018-01-30 16:00:03,,0
2004,1,30986310000N8007,20100118012600000000700716,9a20a29e754643ac80e7e31db5c5d2f5,PO000000072606,1,PO000000072606,201001,31,采购货款,10,1,CNY,516.60,30986310000,3,,,2018-01-27 03:36:08,,,2018-01-30 16:00:01,,0
2058,1,73769057,20100118012800000001202216,c381696119f4126d24c35755ae6dc1a9,PO000000072219,1,PO000000072219,201001,31,采购货款,10,1,CNY,4800.00,32844210000,5,1,1909,2018-01-28 15:25:20,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2070,1,73769057,20100118012800000001202316,40840c2a2fa8e953c2d4ef7626c68e2e,PO000000073245,1,PO000000073245,201001,31,采购货款,10,1,CNY,1992.00,32844210000,5,1,1909,2018-01-28 15:25:20,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2081,1,73769057,20100118012800000001202116,b07b4d176f52d0202d234021c87f46c6,PO000000071716,1,PO000000071716,201001,31,采购货款,10,1,CNY,16516.96,32844210000,5,1,1909,2018-01-28 15:25:21,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2130,1,71075847,20100118012900000001401116,8942df8c243a74ffddc9974c425cd7e8,PO000000071147,1,PO000000071147,201001,31,采购货款,10,1,CNY,5520.00,32293610000,5,1,1152,2018-01-29 01:00:04,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
2131,1,71075847,20100118012900000001401216,bad862f9a2bbdc60152d80701e0b0762,PO000000071158,1,PO000000071158,201001,31,采购货款,10,1,CNY,12640.00,32293610000,5,1,1152,2018-01-29 01:00:04,2018-02-05 16:56:38,2018-02-10 14:18:27,2018-02-10 14:18:27,,0
2135,1,73769057,20100118012900000001401816,66699c74da5dfe600ec49b2304e865aa,PO000000074113,1,PO000000074113,201001,31,采购货款,10,1,CNY,8141.50,32844210000,5,1,1909,2018-01-29 01:00:04,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2137,1,71457108,20100118012900000001402416,c69f10650eaaae323c8e120536d17405,PO000000071012,1,PO000000071012,201001,31,采购货款,10,1,CNY,1843.20,34292310000,5,1,1654,2018-01-29 01:00:04,2018-02-26 10:50:34,2018-02-27 18:05:29,2018-02-27 18:05:29,,0
2148,1,73769057,20100118012900000001401716,91f63a39cdca55e166595eab875bd524,PO000000073803,1,PO000000073803,201001,31,采购货款,10,1,CNY,151.80,32844210000,5,1,1909,2018-01-29 01:00:05,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2154,1,71457108,20100118012900000001402516,9714b4e0eed96d524577e829277ac40f,PO000000073176,1,PO000000073176,201001,31,采购货款,10,1,CNY,614.40,34292310000,5,1,1654,2018-01-29 01:00:06,2018-02-26 10:50:34,2018-02-27 18:05:29,2018-02-27 18:05:29,,0
2159,1,73769057,20100118012900000001401616,5553b9ba5603a6e91abacbb1a5e4e12c,PO000000073676,1,PO000000073676,201001,31,采购货款,10,1,CNY,15987.04,32844210000,5,1,1909,2018-01-29 01:00:06,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2186,1,73769057,20100118013000000001601116,b31d50dfd7a1b71151c371421f3d3c4f,PO000000075376,1,PO000000075376,201001,31,采购货款,10,1,CNY,556.00,32844210000,5,1,1909,2018-01-30 01:00:03,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2187,1,73769057,20100118013000000001601216,aede3bf3d8d28a94a46d00249a7df885,PO000000076471,1,PO000000076471,201001,31,采购货款,10,1,CNY,2200.00,32844210000,5,1,1909,2018-01-30 01:00:03,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2194,1,73769057,20100118013000000001601016,7f5ff05bea5195a72e5d662652482789,PO000000075365,1,PO000000075365,201001,31,采购货款,10,1,CNY,1872.50,32844210000,5,1,1909,2018-01-30 01:00:03,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2206,1,73769057,20100118013000000001600916,743ed37bae925ba2766007ac62a5e014,PO000000075354,1,PO000000075354,201001,31,采购货款,10,1,CNY,10012.10,32844210000,5,1,1909,2018-01-30 01:00:04,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
2263,1,73769057,20100118013100000001801816,f5c075333093246cb79bf653fd88f3ed,PO000000075989,1,PO000000075989,201001,31,采购货款,10,1,CNY,3260.00,32844210000,5,1,1909,2018-01-31 21:27:20,2018-03-10 16:37:00,2018-03-20 10:25:33,2018-03-20 10:25:33,,0
